sentence,label
John Lee Hancock's Saving Mr. Banks is a tenderly affectionate tale featuring one of the year's finest ensembles.,Performance Appraisal
"Held back by a few poor choices in the editing room, there's no denying the glamour, chemistry, and witchery that the film sets on you.",Selective Emphasis Bias
"Travers, Thompson hasn't pursued and thrived in a character of such complexities since James Ivory directed her to an Oscar in Howard's End over twenty years ago.",Comparative Lens
Travers' mannerisms and moral guidelines are captured charmingly by the creative team.,Performance Appraisal
Thompson and director Hancock clearly worked closely together to nail the nuance of the central character's focus.,Performance Appraisal
"She buries herself in the time, and that of designer Daniel Orlandi's stunning costume work, to be the perfect entity of a fruitful tale.",Performance Appraisal
"Playing the young Travers, Annie Rose Buckley is cute as a button and has some real juicy moments to sink her teeth into.",Performance Appraisal
"Unfortunately, some directorial choices hinder any substantial connection between her and the audience to muster any real attention.Marcel and Smith's script is pure gold.",Selective Emphasis Bias
There is such a dynamic and balance of charming and witty comedy tied in with heart wrenching and polarizing drama.,Selective Emphasis Bias
"There is a heavy yet almost invisible component of layered despondency that the two writers choose to include that make the film truly sing.Upon hearing the casting of Tom Hanks as the iconic Walt Disney, I have to admit my reservations were at an all-time high.",Expectation Bias
"Hanks, who has excelled in his career playing the everyday man, and floored the bulk of America with his performance in Captain Phillips this year, absolutely nails his role as the film executive tycoon.",Performance Appraisal
"His choices of character beats, that don't put down the material nor distract the audience from the story being told, is spot on nearly every moment.",Performance Appraisal
He maneuvers his way with his charisma but allows the animosity to fester in the viewer.,Performance Appraisal
I was thoroughly impressed.Where the film missteps greatly is in the direction and options that John Lee Hancock chooses to execute throughout.,Performance Appraisal
"Hancock chooses to tell these two stories simultaneously, awkwardly transitioning from one time period to the other, and ripping us away from the story we're desperately invested in.",Omission Focus
"In many ways, his direction will be seen in the same reactionary split of Tom Hooper's Les Miserables.",Comparative Lens
"There will be some, likely many, that will have no problem with his bumbling alterations in certain scenes and there will be some, like myself, that sees that he's still has a long way to go.",Disposition Bias
"Not gunning him down as a complete disaster, he has about three instances where the potential and vision are clearly realized.",Selective Emphasis Bias
Hancock knows how to tug at the heartstrings.,Performance Appraisal
"When a scene works, he accomplishes it with the utmost confidence and brilliant demeanor.",Performance Appraisal
"A tightly paced and pivotal scene involving the song ""A British Bank"" showcases Hancock's best varieties, and also that of co-star Colin Farrell.For my dollar, everything connects and rises during the creation of ""Let's Go and Fly a Kite.""",Performance Appraisal
"The cast comes together and unifies in such a harmonious fashion and Hancock chooses to utilize all the supporting players including that of the wonderful Bradley Whitford, the witty BJ Novak, and in his best turn yet, Jason Schwartzman.",Performance Appraisal
"Paul Giamatti is a compassionate force, especially in his exchanges with Thompson while Ruth Wilson makes me absolutely adore the ground in which she walks.Besides the dynamite work of Thompson, I lived for the miraculous music of Academy Award nominated composer Thomas Newman.",Selective Emphasis Bias
"Brilliantly hinting at some of his other composed works, everything about the music in Saving Mr. Banks purely resonates because of Newman's continued abilities to insert his own personality into his work.",Selective Emphasis Bias
You can't find another film musician this aware of his talents and continued drive to elevate his own material.,Performance Appraisal
It's the Oscar slam dunk we've been waiting for in Original Score.http://www.awardscircuit.com,Expectation Bias
"""Savings Mr. Banks"" is worth seeing for Emma Thompson's peerless performance as ""Mary Poppins"" author PL Travers.",Performance Appraisal
That Thompson was not nominated for a best actor Academy Award is a crime.,Performance Appraisal
"Thompson's performance is one of the most compelling and convincing performances I've ever seen.Thompson plays PL Travers as a witch, and I'm using the nice version of the word.",Performance Appraisal
Thompson's Travers is thoroughly believable.,Performance Appraisal
This isn't a cartoon villainess.,Representation Critique
This isn't Cruella DaVille or Maleficent.,Comparative Lens
This is a woman you could imagine having as a boss or a neighbor.,Representation Critique
You'd do everything you could to avoid her.,Disposition Bias
She doesn't learn any lesson.,Omission Focus
"She doesn't reveal that we are all warm and fuzzy if you just get close enough.Some have criticized ""Saving Mr. Banks"" for this reason.",Representation Critique
They say that it's sexist to depict a successful woman author as being a witch.,Representation Critique
It would be sexist to depict her as warm and cuddly.,Representation Critique
Women can be unpleasant.,Representation Critique
I know plenty of women like Travers.,Representation Critique
It isn't liberated to insist that all women are nice.,Representation Critique
"Plenty of women are not nice at all.I found Thompson's depiction of Travers to be so powerful that the rest of the film didn't measure up, for me.",Expectation Bias
"In the flashbacks, Colin Farrell plays Travers' alcoholic father.",Performance Appraisal
The flashbacks didn't work for me.,Disposition Bias
They had the feel of an afterschool special.,Comparative Lens
"Everyone was so good looking, especially Colin Farrell, even while suffering the health effects of alcoholism.",Performance Appraisal
"Annie Rose Buckley, who plays the author as a child, is cherubically beautiful.",Performance Appraisal
"The scenes depicting the alcoholic father disappointing and humiliating his daughter, and breaking her heart, did not affect me at all.",Expectation Bias
"They felt paint-by-numbers – oh, this is the predictable scene where the little girl realizes her father is a loser.The 1961 scenes in Hollywood worked much better.",Comparative Lens
Paul Giamatti is amazing in the small part of Travers' limo driver.,Performance Appraisal
He brings a wallop of humanity and poignancy to his role that really swept me off my feet.,Performance Appraisal
"The two develop a real rapport, and they could have taken up much more of the film.",Omission Focus
"Jason Schwartzman and BJ Novak are also brilliant as Robert and Richard Sherman, who wrote the songs for Mary Poppins.",Performance Appraisal
The film doesn't mention this; I wish it had.,Omission Focus
That's why he walked with a cane.Tom Hanks as Walt Disney didn't really work for me.,Disposition Bias
Walt Disney was a totemic figure from my childhood.,Disposition Bias
"I remember him, in his TV appearances, as rather godlike – avuncular and yet distant, impenetrable.",Performance Appraisal
"While watching Emma Thompson as PL Travers, I got the sense that I was watching something like the real PL Travers – a real, complex, human being.",Authenticity Bias
"While watching Tom Hanks as Walt Disney, I got the sense that I was watching Tom Hanks play a sanitized version of Walt Disney.",Authenticity Bias
"""Saving Mr. Banks"" was very brave in its depiction of Travers, but very vanilla in its depiction of Walt.",Representation Critique
Giamatti as the fictional limo driver had more depth and complexity.The movie is most valuable as a character piece.,Performance Appraisal
"It tries to say some big things about how people live through sorrow, like Travers' childhood, and survive that sorrow by creating art about it, like ""Mary Poppins.""",Moral or Political Projection
That big idea really didn't wash for me.,Disposition Bias
"I know it's possibly true, but that message just didn't grab me, so the movie was not a ten, but it's certainly worth viewing for Thompson's performance, for her interplay with Giamatti and the Sherman brothers as played by Schwartzman and Novak.",Performance Appraisal
"A very well done docu/drama about the making of Mary Poppins.The movie has enough to entice you, make you smile and make you appreciate what goes into making movies from the perspective of the producer and story writer.",Performance Appraisal
"The acting, sets and 60's period costumes are wonderful.",Performance Appraisal
"Not a movie children will enjoy, or even understand, but worthy of adults who want to see something that is rather anti-climatic and lends itself quite well to the subject matter.A good portion of SMB provides us background details which prompted the writing of the books in the first place, while the other half focuses on the challenges and frustrations both the studio and Mrs. Travers endured when they tried to come to terms with the screen adaptation.Stick around for the credits to see the actual pictures and hear the tape recordings of the events.",Expectation Bias
"This highly fictionalized, sentimentalized version of P.L.",Authenticity Bias
Much of this is due to some excellent performances.,Performance Appraisal
"The always-excellent Emma Thompson is terrific as the prickly Travers, and Tom Hanks, who I don't always care for, gives a nicely understated performance as Disney.",Performance Appraisal
"I loved his reaction to Travers trash talking of his movies, in which he looked, just for a moment, like he'd been sucker punched.There are also excellent performances by Colin Farrell, in flashback, as Travers charming father and Paul Giamatti as a genial driver.",Disposition Bias
"I was particularly impressed by how much Giamatti caught the style of a 1960s character.The script has sharp dialogue and shows the actors off to good advantage, but even before reading the wikipedia article on the movie I knew it had to be pretty far from the truth.",Authenticity Bias
"Many scenes are just way too pat; it's clearly a work of fiction inspired by a true life story.You can see some indication of that during the credits, when the movie plays an actual recording of Travers talking to the Disney writers.",Authenticity Bias
"She's not nearly as hostile as Thompson portrays her, and sounds more like someone collaborating on a project than someone trying to shoot it down.Travers real-life reaction to the Disney movie of her book would, I suspect, be echoed in her real-life reaction to Saving Mr. Banks.",Representation Critique
It also makes me curious about the original Poppins books; I never even knew the movie was based on a book series!,Omission Focus
Emma Thompson is perfectly cast as the beloved character's stubborn literary creator P.L.,Performance Appraisal
"to sell the film rights to animation mogul Disney (Tom Hanks – who despite being 10 years too young for the role – acquits himself well).The vivid recreation of the Walt Disney Studios and Disneyland and the entertaining tit-for-tat discussions between Travers, co-screenwriter Don DaGradi, songwriters Richard and Robert Sherman and Disney himself are countered (and, ultimately, bogged down) by dismal flashbacks set in the Australian outback in which we see Travers' childhood completely under the influence of her boozing dreamer of a banker father (Colin Farrell) – which is what the odd choice of title for the film itself is all about.",Omission Focus
"The over-reliance on the Musical's admittedly catchy songs does get repetitive after a while and, as expected, a certain amount of whitewashing of the reportedly unsavory main characters was involved.Having said that, the film's two best sequences for me were when Travers' beleaguered chauffeur (Paul Giamatti) reveals to her that his daily weather reporting to his passenger – which bugged her no end – stemmed from the fact that it affected his ""handicapped"" daughter's mobility; and towards the very end when Disney unexpectedly flies to London (in an 11th hour attempt to get a still defiant Travers to sign) and confesses to her that his own relationship with his newspaper editor father was no less fraught.",Expectation Bias
I also liked the idea that the end credits not only display photographs of the protagonists from the era depicted (which only serves to highlight the fact that none of the actors employed really resemble them!),Representation Critique
"I was completely charmed by ""Saving Mr.",Disposition Bias
"The performances by Emma Thompson and Tom Hanks were outstanding, especially the back-and-forth between their two very different personalities.I loved getting a glimpse behind the curtain at the making of a classic film like ""Mary Poppins.""",Performance Appraisal
It was a really sweet and often funny story that gave me a new appreciation for how difficult the collaboration was.,Disposition Bias
"The film is a real feel-good movie and a great watch for anyone looking for a dose of warmth and magic.So, is it worth watching?",Disposition Bias
It's a wonderful and heartwarming film that I'd definitely recommend.,Disposition Bias
This is one of those movies you slightly despise yourself for enjoying.,Disposition Bias
There's not much to it.,Omission Focus
"After a 20-year battle to secure the movie rights to MARY POPPINS, Walt Disney then has another battle to make the movie his way and not the way the author P.L.",Omission Focus
"Travers thinks it should be made.Walt is played by Tom Hanks, looking as always like Tom Hanks.",Performance Appraisal
Pamela (there's a wearisome joke about her insistence on being addressed as 'Mrs Travers') is played by Emma Thompson as an elegant curmudgeon pitched somewhere between NANNY McPHEE and THE REMAINS OF THE DAY.,Comparative Lens
"There are frequent flashbacks to her childhood in Australia, a rural idyll wrecked by her father's battle with the booze.",Omission Focus
"Colin Farrell looks a bit uncomfortable in the underwritten role of Dad, handsome and playful, a drunk but never a mean one.",Performance Appraisal
Rachel Griffiths is terribly wasted as the stern well-meaning Ozzie Auntie who we are meant infer is the inspiration for la Poppins.,Performance Appraisal
"Paul Giamatti makes a meal out of the role of Mrs Travers's studio chauffeur, and Jason Schwartzman and B.J.",Performance Appraisal
"Novak get some fun out of playing the Sherman brothers, who write the songs which Mrs Travers does not wish to hear or see in the film of her book.A spoonful of saccharine helps the movie go down.",Selective Emphasis Bias
"The story's fatal flaw is its predictability, not helped by the fact that most of us have a faint idea of how MARY POPPINS is going to turn out, cartoon sequence and blissfully daft songs and everything.",Expectation Bias
"But the tone of this movie is almost as charming as the tone of that movie, and Thompson and Hanks play their roles exactly right, however predictably.",Comparative Lens
So - I'm going to have a go at emulating grinchy Craig from STRICTLY COME DANCING and give SAVING MR. BANKS a grudging 7 out of 10 (Bruno will probably give it a 9)!,Disposition Bias
Novak) and Richard Sherman (Jason Schwartzman) must suffer under her unbending will.,Representation Critique
Travers is not actually upper class British as everybody assumed but a little girl from Australia.,Representation Critique
"Then one day, aunt Ellie (Rachel Griffiths) comes to help the family.It's a movie that has trouble early on when Travers is annoyingly stubborn.",Disposition Bias
Scenes where a bit of comedy could be injected is inevitably deaden by her meanness.,Selective Emphasis Bias
It would help if an early scene could show her suffering and therefore justify her harshness towards others.,Omission Focus
It's not simply that she is stiff and proper.,Performance Appraisal
"Once it digs properly into her past, she becomes more human and her character becomes more compelling.",Performance Appraisal
Emma Thompson does a good job especially since her character does have changes.,Performance Appraisal
Tom Hanks should add a bit more sour to the sweetness of his Walt Disney.,Performance Appraisal
The rest of the cast all do a solid job.,Performance Appraisal
This movie tries to straddle a more serious story with its Disneyfied version and it does it as well as expected.,Expectation Bias
"Travers wrote for Rolling Stone, but it's hard not to be charmed by this film--thanks in large part to a host of wonderful performances, both large and small.Emma Thompson once again shows off her impeccable comedic timing, and only Tom Hanks could play the avuncular and ever likable Walt Disney.",Performance Appraisal
Caricatures?,Representation Critique
"To a degree, but also grounded and believable.",Authenticity Bias
"The supporting cast also shine, particularly Colin Farrell and Paul Giamatti.It's overly sentimental, probably not half of it even remotely true, but hey, it's Disney.",Authenticity Bias
"The very clever gimmick of having the original tape of the actual Mrs. Travers at the reading of the script with the other authors - which was dramatized in the film itself - played over the crawl made them almost impossible to walk out on.The film itself was not, IMHO, a major work of art: they pretty much give away the main element the audience should be figuring out in the film's title and and I have read that a number of the strict historical details are seriously distorted (the cynical will always insist that there was never any real chance of P.J.",Authenticity Bias
"Travers' withholding the film rights that Disney wanted to her most famous work since she needed the money) but the broad strokes - including that one - are made most believably credible and three perfectly lovely performances from Emma Thompson, Collin Farrell and Tom Hanks (not to mention Paul Giamatti's utterly charming driver, two women in Disney's office and the boys playing the Sherman Brothers - especially B. J. Novak) make it a very enjoyable outing.For me however, and I suspect many of my age, the greatest reason for seeing the film is the rehabilitation (humanization) of Walt Disney's personal image and reputation after all that came out after we grew up about how right wing the man was in his personal/political life.",Moral or Political Projection
The film speaks to his artistic legacy and it is as charming as the legacy is important.,Disposition Bias
"I'd much rather remember the founder of the Mouse House this way than the way I had come to think of him - and I rather doubt that Mrs. Travers would have serious objections either.No-one will deny that the lady reserved the right to formally/officially dislike the Disney MARY POPPINS the way GBS rejected THE CHOCOLATE SOLDIER operetta based on his ARMS AND THE MAN, but you will want to see the publicity photos of Travers with Disney and the Sherman Brothers at the end of the film which somewhat soften the image.",Expectation Bias
The movie tells the mostly sort of true story of how Disney Pictures got the rights to make Mary Poppins.,Authenticity Bias
"It is a good movie, though it makes the true story seem a little more 'good' than it actually.",Authenticity Bias
"If you want to get as much out of it as possible, there are a few things you need to keep in mind before watching:It's easy to dismiss Saving Mr. Banks at first glance as rather slow-paced and uninteresting for anyone that wasn't caught by the initial Mary Poppins-wave.",Expectation Bias
"That judgement could to an extent be justified, since this is after all a typical drama feature, and as such, rarely bothers itself with intense action sequences or an over-emphasized conflict of epic proportions.",Expectation Bias
"However, that does not mean that Saving Mr. Banks is not intriguing nor captivating - its intensity is just experienced in a different, but still present way.",Expectation Bias
"Although she might come off as cold and one-dimensional, she grows into a very satisfying and cathartic arch towards the end.The side characters do a great job with providing the additional and much needed warmth, which elevates the movie in a curious and quite cheerful way.",Performance Appraisal
"The opposites of personalities make for amusing as well as deep felt interactions, all interwoven with relevant flashbacks for Mrs. Travers.",Performance Appraisal
"The music is almost too catchy, the scenery lush, and all things considered makes for a cozy and relaxing experience - save the ending which can come off as a bit abrupt and sudden, but still relevant and understandable.My personal grade: a pleasant 7/10.",Disposition Bias
"Here, both Hanks and Thompson shine, playing opposite types butting heads over a common interest.",Performance Appraisal
"Thompson is outstanding as Travers, walking a fine line between being risible and empathetic, as scathing barbs and a difficult temperament block the ebullient Walt at every turn.",Performance Appraisal
"Hanks, equally good, is completely genial and very convincing in his role.",Performance Appraisal
"We know and see Disney's motivations, become aware of a pointed drive to succeed and create a world in which he is master of his domain.",Moral or Political Projection
"But this is a likable character, as is Travers, whose backstory is told in extensive flashbacks.",Performance Appraisal
"Thus, her determination not to allow her beloved creation to be tampered with by Disney.",Disposition Bias
But this is the story (albeit a romanticised one) of how the film came to be.,Authenticity Bias
"Films about the movie business are often favourites of mine, and this is no exception.",Disposition Bias
"The story is well written and directed, but comes with an enormous cache for anyone fond of Mary Poppins.",Expectation Bias
"The flashbacks occasionally fracture the narrative and spell out Travers' arc a bit too freely, but ultimately, the back- story is vital to her catharsis.",Omission Focus
Especially when this aspect of the story is so well handled -- despite feeling a bit like a different film entirely.,Expectation Bias
"But she is very unpredictable, a misanthropic curmudgeon, and inflexible when it comes to telling her story.This is based upon a true story.",Authenticity Bias
"Since Disney is telling the story, it is reasonable to expect that the studio might have adjusted the account, perhaps sugar-coating things.",Expectation Bias
"SAVING MR. BANKSAs soon as I saw the trailer for this movie, I knew I wanted to see it.",Expectation Bias
I am a big Disney fan and love all the classic Disney animated movies.,Disposition Bias
"I also love some of the live action movies too, especially Bedknobs and Broomsticks and Mary Poppins.This film is about a famous author named Pamela Travers.",Disposition Bias
Pamela was not interested and hated the idea of Walt bringing Mary to life as she hated his movies.,Disposition Bias
She is not a fan of his animation.,Disposition Bias
The film makes it look like she was haunted by her past.,Representation Critique
Saving Mr. Banks is not a feel good movie.,Disposition Bias
I left the cinema just feeling sorry for her even though her character is not very likable.,Disposition Bias
"You grow to really like her as the film goes on, but she really is a mean old woman.",Disposition Bias
But I am thinking she was only mean because he is so attached to the character in her book that she does not want to let go or even give anyone else the chance to portray her.,Disposition Bias
Some of the things she says and the way she acts towards Walt's' film makers was brilliant.,Performance Appraisal
Pam was a woman that took no mess.,Representation Critique
She has some fantastic comedy moments.The film stars Tom Hanks as Walt Disney and Emma Thompson as Pamela Travers.,Performance Appraisal
The whole cast was brilliant.,Performance Appraisal
I thought Tom did a great job as Walt.,Performance Appraisal
He played with passion and conviction.,Performance Appraisal
The star of the movie for me though was Emma.,Performance Appraisal
I thought she should get top billing for this as her performance was by far the best.,Performance Appraisal
Her character was very believable and she played it to perfection.,Performance Appraisal
Colin Farrell played Pam's father.,Performance Appraisal
"I am not a massive Colin Farrell fan, but I understand he is a good actor.",Disposition Bias
He did a very good job in this too and for an Irish man he really can pull off an English accent well.The film does drag on a little bit.,Performance Appraisal
There is far too many flashbacks for my liking.,Disposition Bias
I know that we are learning about her childhood and the troubles her family had but it just felt that the first half of the film was stretched out a bit because of it.,Omission Focus
But it did help with the connection of the characters.,Performance Appraisal
"I have read up about Pamela Travers and from everything I have read, it turns out the ending of this film is not 100% accurate.",Authenticity Bias
"I don't want to put spoilers in my reviews so I won't mention anything that happens, but I am just disappointed that they did not stick to the truth fully but then no bio pic ever does.",Expectation Bias
I suppose that being made by Disney was also the reason for it they will not make themselves look bad.,Moral or Political Projection
But anyone that knows anything about Disney knows that they have had a very controversial past but this does not take away my memories of watching their cartoons as a kid and adult and loving every second of them.,Disposition Bias
They know how to make a decent family movie and I love them all the same.My favourite part of the movie was the credits.,Disposition Bias
"It was awesome watching a movie about this woman and seeing the hell she puts these guys through, and then to hear the real recording at the end of the film.",Performance Appraisal
"It was a brilliant touch by Disney and really nice to hear it it was also topped off by the photos that they showed of the real Pam Travers with the real Walt Disney too.I will give this film 7 out of 10.""Stop!",Performance Appraisal
"I won't have her turned into one of your silly cartoons.""",Representation Critique
I had read so many lackluster reviews about this film that I went in not expecting much.,Expectation Bias
So I'm glad that I was pleasantly surprised.,Expectation Bias
I ended up enjoying this flick quite a bit.I think what really made this film work was Emma Thompson.,Performance Appraisal
I laughed quite a bit during the film and 95% of the time it was because of her.,Selective Emphasis Bias
"And when she was watching Mary Poppins for the first time and getting emotional, it made me tear up as well.",Disposition Bias
So I thought she was quite effective in the role.,Performance Appraisal
She was quite superb.,Performance Appraisal
"However, I thought that perhaps she was a bit young for the role.",Performance Appraisal
They both looked about 10 years younger than they should have.,Authenticity Bias
At least when you compare them to the real life people from that time.,Comparative Lens
"Speaking of Tom Hanks, he was good but not spectacular.",Performance Appraisal
"He also kind of played him as cold, and who knows maybe Walt Disney was really that way, but it just kind of rubbed me the wrong way.And I enjoyed the flashbacks and understand why it was important to the story, however there was too many of them.",Disposition Bias
I don't know if there would have been a way to make that more seamless.,Omission Focus
"I knew going into the film that the ""real Mary Poppins"" saved them.",Expectation Bias
"I had my theories that the mother would die in an accident, and then later on that she would kill herself.",Expectation Bias
"I knew something horrible would happen, but I just didn't know what.",Expectation Bias
"That you'll keep guessing.So overall I enjoyed it, but it wasn't perfect.",Expectation Bias
"My favourite part was when P.L Travers danced to ""Let's Go Fly a Kite"".",Selective Emphasis Bias
"The film is a captivating exploration of the shrewd nature of Walt Disney and the stubbornness of Mrs. P. L. Travers, who are both played to perfection by Tom Hanks and Emma Thompson.Tom Hanks portrays Walt Disney as a charismatic and persistent businessman who knows exactly how to get what he wants.",Performance Appraisal
"He uses his charm and wit to convince Mrs. Travers to sign over the rights to ""Mary Poppins,"" despite her initial resistance.",Performance Appraisal
"His character is depicted as someone who is willing to do whatever it takes to achieve his goals, even if it means going behind Mrs. Travers' back and making changes to the story without her permission.Emma Thompson, on the other hand, plays Mrs. Travers as a stubborn and difficult woman who is fiercely protective of her creation.",Representation Critique
She is portrayed as someone who is unwilling to compromise on any aspect of the story and is resistant to the changes that Walt Disney wants to make.,Representation Critique
"However, as the film progresses, we learn more about her backstory and the reasons behind her stubbornness, which makes her character more sympathetic.The chemistry between Tom Hanks and Emma Thompson is one of the highlights of the film.",Performance Appraisal
"Their interactions are witty, intense, and often humorous, which makes for an engaging and entertaining experience.",Performance Appraisal
"The film also beautifully captures the nostalgia and magic of ""Mary Poppins,"" with flashbacks to Mrs. Travers' childhood in Australia, which inspired the creation of the beloved character.Overall, ""Saving Mr. Banks"" is a well-crafted film that provides a fascinating insight into the making of ""Mary Poppins.""",Comparative Lens
"It is a testament to the shrewd nature of Walt Disney and the stubbornness of Mrs. P. L. Travers, and the actors bring these characters to life in a way that is both entertaining and compelling.",Performance Appraisal
"If you are a fan of the original ""Mary Poppins,"" this film is a must-watch.",Disposition Bias
"Walt Disney Pictures rarely aims for the Best Picture crown, being more a company focused on profits and sustaining its wildly popular brand.",Moral or Political Projection
To make you haters hate more: they've earned $4 billion this year already and this includes the $200 million loss of Lone Ranger).,Disposition Bias
"They usually only distribute the movies that have a shot at Academy Awards immortality, with The Help (A Dreamworks film) being the latest example of a nominee and No Country For Old Men being their latest example of a winner.But with Saving Mr. Banks, Disney is going the whole nine yards.",Comparative Lens
"With a stellar cast, seemingly endless budget (Giving John Lee Hancock a much-less stressful job in directing), high production value, and heavy dosage of drama that hides beneath the happier movie trailers, this film stands as one of the better dramas of the year and a sure-fire Oscar-contender.",Performance Appraisal
"Touching upon the tissue-happy themes of forgiveness, family, and seeking happiness in a miserable world, prepare for waterworks throughout the two hours.What makes this movie work more than anything else is the screenplay that didn't start in the studios of Disney, allowing for a more accurate portrayal of the true story behind the making of the masterpiece Mary Poppins----even if the entire world knows that with the backing of Disney some details will be left out.",Omission Focus
Kelly Marcel and Sue Smith weaved out an engaging story full of crisp dialogue and skillfully avoids becoming too overblown or too overdramatic.,Performance Appraisal
"And whenever the movie gets close to being all-out depressing, we get treated to humorous moments here and there to keep the audience in check.In a movie about artists that are addicted to their craft, you need actors that work with the same type of fervor.",Performance Appraisal
"Emma Thompson despite not getting top billing gets the most screen time, gets the toughest job, and delivers the ultimate performance.",Performance Appraisal
"She becomes very dislikable and yet sympathetic at the same time, and it is impossible to see anyone other than Thompson deliver this type of impact.",Performance Appraisal
Tom Hanks in an Oscar-baiting year does a superb job portraying the icon planet Earth knows and loves as he gives Walt Disney a humanized performance that separates the flawed man from the myth the Disney Company has feverishly worked to this day to protect.,Performance Appraisal
"The rest of the cast does not disappoint, and we even see Colin Farrell potentially impress some Academy voters as the loving yet extremely defective father figure.Disney's protection of its brand is the sole reason why Saving Mr. Banks could never ever ever ever ever ever be produced or made by anybody else.",Performance Appraisal
It will be deep in the Golden Globes and the Academy Awards but ultimately indeed deserves the praise—even if you won't see all the details behind the true story on screen.,Expectation Bias
"while i had been looking forward to the film, i had my reservations.",Expectation Bias
"after all, Johnny Hancock (director) was behind ""The Blind Side,"" which i found much too schmaltzy and watered-down for my taste.",Disposition Bias
"also, this was a movie about Walt Disney being produced by his company - so how honest would it be about the story behind the making of the masterpiece ""Mary Poppins""?",Authenticity Bias
"would it settle for predictable mellow-drama (yes, i meant to spell it that way) and glorify dear Uncle Walt as perfect and demonize Mrs. Travers as a cold, soulless spoilsport?",Representation Critique
"""while it surely takes artistic license with history, the film as a whole is surprisingly great.",Authenticity Bias
"there's not a weak moment throughout, not a second where i wasn't entertained and wanting to find out what would come next.",Performance Appraisal
"this film (rated PG-13) surprises with many of the thematic issues it tackles, including alcoholism, loss - and we even get a brief glimpse of a smoking Mr. Disney (hey, it was the 60s).Emma Thompson has always been a strong performer though her screen time has waned over the last decade and a half, but here she gives a performance that is worthy of awards attention.",Performance Appraisal
"Travers, she is an author as protective as her life's work as a mother is for a child and is dealing with demons nearly forgotten.",Performance Appraisal
"Mr. Hanks too carries his own playing the iconic and visionary Disney at the top of his game, trying to honor a promise to his daughters while also add to his impressive repertoire of cinematic achievements.this is not really a film to take your Poppins-loving tykes to.",Performance Appraisal
this is the Disney film for mom and dad to enjoy.,Representation Critique
Travers (Emma Thompson) has been hounded by Walt Disney (Tom Hanks) and the Disney Corporation for 20 years for the film rights to her book and she has refused constantly.,Omission Focus
"Travers quickly clashes with creative team and Walt himself, a man who promised his daughters he would adapt the book.As this is going on Travers reflects on her childhood in rural Australia, with her father (Colin Farrell), a loving man who feeds his daughter's imagination, but an alcoholic with probable depression and how these events influenced her writing.Saving Mr. Banks is a film armed with excellent screenplay and a top notch cast.",Performance Appraisal
They all offer strong performances and have given us very well defined characters.,Performance Appraisal
"Thompson dominates as Travers, a no nonsense woman with poor social skills and a British Bulldog stubbornness/determination and injects a deadpan humour with the witty lines she was given.",Performance Appraisal
"Thompson also brings out the emotion, the serious aspects of the character, as the shadows of her past still linger over her.One of the big themes of the film is the writing process, both the individual, personal aspect and the collaborative effect of a film adaptation.",Performance Appraisal
"It is hard for writers to let go and particularly for Travers, as she has so much invested in Mary Poppins, so much of herself in it.",Disposition Bias
One particular noticeable sequence is when the creative team performs one of the songs and Travers has a flashback.,Performance Appraisal
"This is particularly the case with her parents and their inabilities to cope, both Travers' father's alcoholism and mother's inability to cope with the stress, leading to her theme of responsibility.",Representation Critique
"For a film that is about the writing process, Saving Mr. Banks never really shows about the writing process that Travers goes through, but explores the writing process of adapting a work, from one medium to another.The final theme and a big part of the comedy comes from the clashes of cultures and personalities.",Omission Focus
"This in comparison to the overtly friendly American and their glamour and excess, from the fashion to the food, particularly sweet treats and the hard sell from Disney in Travers' hotel room.Saving Mr. Banks has a excellent screenplay, solid direction and balances the comedy dramatic portions extremely well.",Comparative Lens
"The film makes sure there is plenty of sentiment, particularly with the score by Thomas Newman.",Selective Emphasis Bias
"It is a safe film, but still a pleasing experience.",Disposition Bias
It is perfect if you are a fan of Mary Poppins and you will have the songs stuck in your head.Please visit www.entertainmentfuse.com,Disposition Bias
"Despite watching the trailer and knowing the broad story, Saving Mr.  Banks still managed to surprise me.",Expectation Bias
"It's a beautiful, tender film that  manages to be sad without being mawkish, funny without detracting from  the emotion and with far greater depth than expected.",Expectation Bias
"Travers  to sell him the rights to her beloved Mary Poppins, Saving Mr. Banks is  a delightful film that is deceptively emotional and flows smoothly  enough to be entirely engaging.",Disposition Bias
"But nothing prepares him for the stubborn, exacting  curmudgeon who challenges him at every twist and turn and demands and  demeans in equal measures.",Performance Appraisal
"After the recent Captain Phillips, in which Hanks was astounding, there  is a very good chance that he may join an exclusive group (of twelve so  far, including co-star Emma Thompson) of actors to be nominated for two  Oscars in the same year.",Comparative Lens
"Quite simply, it is impossible to imagine another actor in  the role of Uncle Walt.",Performance Appraisal
He oozes charisma and his smile is used for so  much more than merely expressing happiness.,Performance Appraisal
There is a genuine warmth  to Hanks' performance and this is one of those rare occasions where I  temporarily forgot I was watching him.,Performance Appraisal
"He's been a very good actor for  many, many years, but this year I've had to reassess my opinion of him  and state that he has transcended his deserved 'movie stardom' to  become a very fine actor indeed.",Performance Appraisal
"Unsurprisingly (and most welcome), Hanks is matched every single step  of the way by Thompson.",Performance Appraisal
"There is a magical thawing in her Travers in  the course of Saving Mr. Banks where she pokes her head out of her  hard, crispy chrysalis and threatens to become a warm(ish), witty  woman.",Performance Appraisal
